ring_id,accounts,transactions,density,average_connections,predicted_fraud_accounts,average_fraud_probability,maximum_fraud_probability,suspicion_score,risk_level
27243,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
27223,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
27222,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
90402,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
27035,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
65210,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
27028,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
3535,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
47718,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
3503,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
65089,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
65098,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
52160,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
18492,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
73797,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
18589,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
41090,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
73722,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
73721,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
18584,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
26961,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
90268,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
90288,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
3622,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
90298,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
3585,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
65115,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
65163,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
18643,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
52200,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
52190,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
41075,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
73690,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
7138,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
7117,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
86344,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
3702,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
45599,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
3647,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
3670,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
3657,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
27007,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
65251,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
54315,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
7103,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
7100,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
7094,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
48738,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
48733,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
44586,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
7073,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
73627,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
18664,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
18656,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
52204,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
26842,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
38917,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
26954,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
65264,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
65319,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
38901,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
26910,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
26909,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
3690,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
18646,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
18684,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
18653,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
18670,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
86409,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
7064,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
3746,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
3740,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
3738,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
65320,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
65365,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
65369,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
7046,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
7040,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
7038,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
7034,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
44611,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
44610,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
86442,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
73606,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
65425,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
65448,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
65447,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
65441,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
26794,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
54274,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
54269,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
3758,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
3756,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
3766,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
73510,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
18791,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
18781,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
73533,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
7015,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
6997,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
65500,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
65519,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
38942,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
65551,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
86512,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
44602,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
48702,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
6956,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
6955,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
18847,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
73490,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
73480,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
18822,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
18817,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
40987,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
90130,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
3823,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
90146,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
47779,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
90154,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
26708,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
65542,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
26684,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
54237,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
73442,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
73477,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
73475,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
73469,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
18854,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
73336,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
90024,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
3901,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
90090,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
45559,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
45557,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
3859,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
65667,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
65654,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
38970,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
65676,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
52294,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
73391,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
6939,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
86535,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
86533,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
44620,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
44633,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
48696,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
39009,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
65775,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
26578,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
54194,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
54193,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
65752,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
65749,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
48691,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
48687,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
6905,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
86561,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
6925,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
19002,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
73291,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
18977,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
18963,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
40941,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
45517,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
3948,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
3971,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
26532,3,2,0.6667,1.33,0,0.373,0.5,31.99,MEDIUM
65759,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
26516,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
38992,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
38990,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
19071,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
73213,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
73223,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
19028,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
52322,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
73275,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
19015,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
86552,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
86576,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
86574,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
6919,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
65797,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
39021,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
26442,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
3977,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
89988,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
45519,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
48665,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
44661,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
19111,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
19110,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
19108,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
39062,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
26413,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
26406,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
26395,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
65806,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
65802,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
52341,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
52335,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
19052,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
73027,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
73117,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
19158,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
19149,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
19144,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
6872,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
44679,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
72948,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
89967,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
4008,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
3995,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
45522,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
3964,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
65924,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
65939,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
39038,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
19286,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
19285,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
40882,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
52391,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
72905,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
72922,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
40846,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
40867,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
65946,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
26267,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
54148,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
66005,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
65994,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
26243,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
89944,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
86665,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
86664,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
86645,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
86699,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
86687,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
86675,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
44690,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
19396,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
19390,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
72886,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
47854,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
47850,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
45504,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
26221,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
26186,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
66031,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
26216,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
39090,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
72737,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
72748,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
86769,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
6767,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
86758,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
44707,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
44703,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
86793,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
19547,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
19515,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
40815,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
40810,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
66063,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
26178,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
26137,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
26164,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
39082,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
39081,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
89894,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
4063,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
6735,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
86839,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
86838,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
86821,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
86847,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
6710,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
6705,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
72546,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
72577,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
72571,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
72674,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
54099,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
66203,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
66091,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
26099,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
26094,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
39124,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
66064,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
89889,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
89886,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
4096,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
45485,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
4077,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
66177,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
26063,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
26059,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
66193,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
26034,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
86875,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
6679,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
48603,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
72497,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
72495,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
19682,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
19679,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
39168,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
25851,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
26024,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
66219,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
39160,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
4118,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
4107,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
52495,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
19643,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
72442,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
19750,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
19747,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
19742,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
72477,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
52513,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
72402,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
89795,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
89827,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
45470,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
25919,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
25896,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
54061,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
72399,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
72411,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
19762,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
52525,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
40759,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
6648,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
86966,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
86958,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
66428,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
25866,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
66317,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
25864,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
25817,2,1,1.0,1.0,0,0.2397,0.3158,31.99,MEDIUM
66351,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
66350,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
25822,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
86957,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
44753,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
48597,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
86992,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
72323,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
72311,2,1,1.0,1.0,0,0.2398,0.3156,31.99,MEDIUM
72334,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
72329,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
72369,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
52546,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
45460,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
47881,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
4206,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
39182,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
39194,2,1,1.0,1.0,0,0.2398,0.3157,31.99,MEDIUM
66433,2,1,1.0,1.0,0,0.2397,0.3159,31.99,MEDIUM
72207,2,1,1.0,1.0,0,0.2398,0.3158,31.99,MEDIUM
19899,2,1,1.0,1.0,0,0.2399,0.3156,31.99,MEDIUM
72231,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
72244,2,1,1.0,1.0,0,0.2399,0.3155,31.99,MEDIUM
